ACCNTNUM	LOCNUM	LOCNAME	ADDRESSNUM	ALLEY	BLOCK	BLOCKGROUP	STREETNAME	DISTANCE	DISTRICT	DSTRCTCODE	CITY	CITYCODE	STATE	STATECODE	POSTALCODE	LOCNCODE	COUNTY	COUNTYCODE	CRESTA	SUBCRESTA	HUZONE	OTHERZONE	LATITUDE	LONGITUDE	ADDRMATCH	COUNTRY	USERGEO1	GEOMATCHCODE	GEOLOCCODE	GEODATASOURCE	GEOBUFFER	GEODATETIME	COUNTRYGEOID	GEOPRODUCTVERSION	NUMBLDGS	CNTLOSSTRG	SLOPE	BLDGID	BLDGHEIGHT	HEIGHTUNIT	PRIMARYBLDG	SITENAME	DATAAVAIL	BLDGSCHEME	BLDGCLASS	OCCSCHEME	OCCTYPE	YEARBUILT	USERID1	USERID2	USERTXT1	USERTXT2	ADDRESSTYPEID	FLOORAREA	AREAUNIT	USECONTENTVALUE	BLDGVALUATION	NUMSTORIES	INCEPTDATE	EXPIREDATE	FLOOROCCUPANCY	CNTRYSCHEME	CNTRYCODE	CITYTYPE	SUBLOCALITYTYPE	SUBLOCALITY	GEOCONFIDENCE	GEONAMETYPE	ESBLDGID	ADMIN1EXTGEOID	ADMIN2EXTGEOID	ADMIN3EXTGEOID	POSTCODEEXTGEOID	FLOODDEFENSEELEVATION	FLOODDEFENSEELEVATIONUNIT	RENTALPROPERTYIDENTIFIER	MDF_SUBCATEGORY	TOWNEXTGEOID	DWELLTIME	NSHIP	Admin4Code	Admin4GeoID	Admin4Name	Admin5Code	Admin5GeoID	Admin5Name	BuildingName	LocationCodeGeoID	Zone2GeoID	Zone3GeoID	Zone4GeoID	Zone5GeoID	Zone3Name	Zone4Name	Zone5Name	Zone3Code	Zone4Code	Zone5Code	AREAID	ADDRESSTEXT	UGID	FLOODDEFHTABOVEGRND	USERGROUNDELEV	USERBFE	EQCV1LIMIT	EQCV1LCUR	EQCV1DED	EQCV1DCUR	EQCV1VAL	EQCV1VCUR	EQCV2LIMIT	EQCV2LCUR	EQCV2DED	EQCV2DCUR	EQCV2VAL	EQCV2VCUR	EQCV2CVM	EQCV2EQSLG	EQCV2PCTSP	EQCV3LIMIT	EQCV3LCUR	EQCV3DED	EQCV3DCUR	EQCV3VAL	EQCV3VCUR	EQCV3WAIT	EQCV3POI	EQCV4LIMIT	EQCV4LCUR	EQCV4DED	EQCV4DCUR	EQCV4VAL	EQCV4VCUR	EQCV5LIMIT	EQCV5LCUR	EQCV5DED	EQCV5DCUR	EQCV5VAL	EQCV5VCUR	EQCV6LIMIT	EQCV6LCUR	EQCV6DED	EQCV6DCUR	EQCV6VAL	EQCV6VCUR	EQCV6CVM	EQCV6EQSLG	EQCV6PCTSP	EQCV7LIMIT	EQCV7LCUR	EQCV7DED	EQCV7DCUR	EQCV7VAL	EQCV7VCUR	EQCV7WAIT	EQCV7POI	EQCV8LIMIT	EQCV8LCUR	EQCV8DED	EQCV8DCUR	EQCV8VAL	EQCV8VCUR	EQCV9LIMIT	EQCV9LCUR	EQCV9DED	EQCV9DCUR	EQCV9VAL	EQCV9VCUR	EQCV9CVM	EQCV9EQSLG	EQCV9PCTSP	EQCV10LMT	EQCV10LCUR	EQCV10DED	EQCV10DCUR	EQCV10VAL	EQCV10VCUR	EQCV10WAIT	EQCV10POI	WSCV1LIMIT	WSCV1LCUR	WSCV1DED	WSCV1DCUR	WSCV1VAL	WSCV1VCUR	WSCV2LIMIT	WSCV2LCUR	WSCV2DED	WSCV2DCUR	WSCV2VAL	WSCV2VCUR	WSCV2CVM	WSCV3LIMIT	WSCV3LCUR	WSCV3DED	WSCV3DCUR	WSCV3VAL	WSCV3VCUR	WSCV3WAIT	WSCV3POI	WSCV4LIMIT	WSCV4LCUR	WSCV4DED	WSCV4DCUR	WSCV4VAL	WSCV4VCUR	WSCV5LIMIT	WSCV5LCUR	WSCV5DED	WSCV5DCUR	WSCV5VAL	WSCV5VCUR	WSCV6LIMIT	WSCV6LCUR	WSCV6DED	WSCV6DCUR	WSCV6VAL	WSCV6VCUR	WSCV6CVM	WSCV7LIMIT	WSCV7LCUR	WSCV7DED	WSCV7DCUR	WSCV7VAL	WSCV7VCUR	WSCV7WAIT	WSCV7POI	WSCV8LIMIT	WSCV8LCUR	WSCV8DED	WSCV8DCUR	WSCV8VAL	WSCV8VCUR	WSCV9LIMIT	WSCV9LCUR	WSCV9DED	WSCV9DCUR	WSCV9VAL	WSCV9VCUR	WSCV9CVM	WSCV10LMT	WSCV10LCUR	WSCV10DED	WSCV10DCUR	WSCV10VAL	WSCV10VCUR	WSCV10WAIT	WSCV10POI	EQSITELIM	EQSITELCUR	EQSITEDED	EQSITEDCUR	EQCOMBINEDLIM	EQCOMBINEDLCUR	EQCOMBINEDDED	EQCOMBINEDDCUR	EQBIZONE	SHAPECONF	STORYPROF	OVERPROF	REDUND	TORSION	CLADDING	BLDGEXT	SHORTCOL	MASINTPART	ORNAMENT	MECHELEC	CONQUAL	DURESS	POUNDING	TANK	HAZEXP	ENGFOUND	WALLSBRACD	FRAMEBOLT	TILTUPRET	URMPROV	STRUCTUP	LANDSLIDE	LIQUEFACT	SOILTYPE	SOILMATCH	LANDMATCH	LIQUEMATCH	FIRE1	FIRE2	FIRE3	FIRE4	FIRE5	FIRE6	FIRE7	FIRE8	LANDCOV	LIQUECOV	SOILCOV	SOILPERIOD	SOILTHICKNESS	ALQPREZONE	DUCTILITY	LONGSPAN	BASEISOL	SIDINGTYPE	PREFAB	EQSLINS	SCNDSUPPLY	EQSLSUSCEPTIBILITY	SPNKLRTYPE	YEARSPNKLR	TSDEBRIS	TSSCOUR	TSSAFEDIST	TSPROTECT	EQ_PACKAGE	EQ_PROTECT	EQ_SALVAGE	EQ_SPECIESTORAGE	SOILVS	SOILVSMATCH	BASINLOCID	DI	CRITD	N160CS	T15	WFF	DISTRIV	GWD	DC	LIQCV	HDLIQMATCH	PHI	ROUGH	NDVI	COHES	LANDCV	HDLANDMATCH	EQSLOPE	ELEV	CTI	PRECIP	TOPO	HDSECMATCH	URMCHIMNEY	BUILTONSLOPE	WSSITELIM	WSSITELCUR	WSSITEDED	WSSITEDCUR	WSCOMBINEDLIM	WSCOMBINEDLCUR	WSCOMBINEDDED	WSCOMBINEDDCUR	DISTCOAST	COASTSEG	MANROUGH	NATROUGH	EXPOSURE	SYSDISTCST	DISTCSTCOV	TOPOFEAT	MMRCOV	NATCOV	WINDPOOL	ELEVMATCH	NRUFMATCH	MMRUFMATCH	DSCSTMATCH	RMSBUILDINGELEVATION	RMSBUILDINGELEVATIONMATCH	FLASHING	BUILDINGELEVATION	BUILDINGELEVATIONMATCH	NFIP_RATE	NFIPYEAR	NFIPYEARMATCH	HUBIZONE	IFMEquipBracing	IFMMissileExp	IFMStructCondition	IFMVerticalExpDist	WPOOLMATCH	HU_PACKAGE	HU_PROTECT	HU_SALVAGE	HU_SPECIESTORAGE	HUFOUNDATIONTYPE	HUZONEGROUP	HUPERBASEMENT	HUFLOORTYPE	ResistGarage	BIPREPAREDNESS	BIREDUNDANCY	BISERVICEINTERRUPTION	BISIWAITINGPERIOD	BISILIMIT	COND1NAME	COND1POLICYNUM	COND1INCLUDED	COND2NAME	COND2POLICYNUM	COND2INCLUDED	COND3NAME	COND3POLICYNUM	COND3INCLUDED	COND4NAME	COND4POLICYNUM	COND4INCLUDED	COND5NAME	COND5POLICYNUM	COND5INCLUDED	YEARUPGRAD	PCNTCOMPLT	STARTDATE	COMPDATE	DESIGNCODE	CONSTQUALI	ROOFSYS	ROOFGEOM	ROOFANCH	ROOFAGE	ROOFFRAME	ROOFMAINT	ROOFPARAPT	ROOFEQUIP	EXTORN	CLADSYS	CLADRATE	FOUNDSYS	ARCHITECT	MECHSIDE	MECHGROUND	RESISTDOOR	RESISTOPEN	WINDMISSL	VULNWIND	VULNFLOOD	FLOODPROT	ELEVATION	FLOODINDEX	ELEVCOV	FLOODMISSL	BASEMENT
20 Locs	3				010	1	285 SCHERMERHORN ST	0.000000			BROOKLYN		NEW YORK	NY	11217	360470037.00	KINGS COUNTY	047					40.687894	-73.982622	2	US		M-P-A-0-0-1-111	M1-99999799974168-M1T0P1A1B0-P1A1	16	0.000000	2/13/2017	840	17.0.1817.0	1	0	0.000000	nyc1008757	0.000000	2	1		0	RMS	0	ATC	0	12/31/9999					0	0.000000	2	0	0.000000	0	1/9/2006	1/9/2006		ISO2A	US				100.000000			99999136	99999236047	0	99999411217	-999.000000	2	0	0	9999933663979	0	0		0			0			0	0	0	0	0							0			-999.000000	-999.000000	-999.000000	0.00	USD	0.000000	USD	5007111.00	USD	0.00	USD	0.000000	USD	2007111.00	USD	3	0	0.000000	0.00	USD	0.000000	USD	2007111.00	USD	0.000000	12.000000																																																					0.00	USD	0.000000	USD	5007111.00	USD	0.00	USD	0.000000	USD	2007111.00	USD	3	0.00	USD	0.000000	USD	2007111.00	USD	0.000000	12.000000																																																	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000000	1.760000	1.900000	147	147	147	0.723080000	0.313510000	0.965800000	0.182040000	1.500000000	2.000000000	0.400000000	1.600000000	1.000000	1.000000	1.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	12/31/9999	0	0	0	0	0	0	0	0	600.000000	147	0	1.000000	2.600000	30.000000	0.000000	0.000000	748.530000	2.600000	0.000000	0.000000	147	34.000000	0.120000	0.146000	16.760000	0.000000	147	0.360000	0.000000	0.000000	0.000000	0.000000	147	0	0	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	0.885082		0	0	0	0.911410	1.000000	0	0.000000	0.000000	0	147	0	0	2	-999.000000	0	0	-999.000000	0	0.100000	9999	0	0	0	0	0	0	0	0	0	0	0	0	-99	0.000000	0	0																					12/31/9999	100.000000	12/31/9999	12/31/9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.544998	0.000000	1.000000	0	0
20 Locs	4				009	2	29 BROADWAY	0.000000			NEW YORK		NEW YORK	NY	10006	360610013.00	NEW YORK COUNTY	061					40.706153	-74.013670	2	US		M-P--0-0-1-111	M1-99999799991784-M1T0P1A1B0-P1A1	16	0.000000	2/13/2017	840	17.0.1817.0	1	0	0.000000	nyc1021618	0.000000	2	1		0	RMS	0	ATC	0	12/31/9999					0	0.000000	2	0	0.000000	0	1/9/2006	1/9/2006		ISO2A	US				100.000000			99999136	99999236061	0	99999410006	-999.000000	2	0	0	9999933664275	0	0		0			0			0	0	0	0	0							0			-999.000000	-999.000000	-999.000000	0.00	USD	0.000000	USD	5006262.00	USD	0.00	USD	0.000000	USD	2006262.00	USD	3	0	0.000000	0.00	USD	0.000000	USD	2006262.00	USD	0.000000	12.000000																																																					0.00	USD	0.000000	USD	5006262.00	USD	0.00	USD	0.000000	USD	2006262.00	USD	3	0.00	USD	0.000000	USD	2006262.00	USD	0.000000	12.000000																																																	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000000	1.920000	1.900000	147	147	147	1.343830000	0.600000000	1.755940000	0.300000000	1.500000000	2.000000000	0.400000000	1.600000000	1.000000	1.000000	1.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	12/31/9999	0	0	0	0	0	0	0	0	600.000000	147	0	1.000000	0.900000	30.000000	0.000000	0.000000	415.180000	0.900000	0.000000	0.000000	147	26.000000	0.620000	-0.001000	16.760000	0.000000	147	2.040000	0.000000	0.000000	0.000000	0.000000	147	0	0	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	0.269486		0	0	0	0.170620	1.000000	0	0.000000	0.000000	0	147	0	0	2	-999.000000	0	0	-999.000000	0	0.100000	9999	0	0	0	0	0	0	0	0	0	0	0	0	-99	0.000000	0	0																					12/31/9999	100.000000	12/31/9999	12/31/9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.912001	0.000000	1.000000	0	0
20 Locs	5				002	2	290 7TH AVE	0.000000			NEW YORK		NEW YORK	NY	10001	360610095.00	NEW YORK COUNTY	061					40.747117	-73.994111	2	US		M-P--1-0-1-111	M1-99999799982326-M1T0P1A1B0-P1A1	16	0.000000	2/13/2017	840	17.0.1817.0	1	0	0.000000	nyc1010666	0.000000	2	1		0	RMS	0	ATC	0	12/31/9999					0	0.000000	2	0	0.000000	0	1/9/2006	1/9/2006		ISO2A	US				100.000000			99999136	99999236061	0	99999410001	-999.000000	2	0	0	9999933664275	0	0		0			0			0	0	0	0	0							0			-999.000000	-999.000000	-999.000000	0.00	USD	0.000000	USD	5010089.00	USD	0.00	USD	0.000000	USD	2010089.00	USD	3	0	0.000000	0.00	USD	0.000000	USD	2010089.00	USD	0.000000	12.000000																																																					0.00	USD	0.000000	USD	5010089.00	USD	0.00	USD	0.000000	USD	2010089.00	USD	3	0.00	USD	0.000000	USD	2010089.00	USD	0.000000	12.000000																																																	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000000	1.780000	1.900000	147	147	147	0.133200000	0.053280000	0.173160000	0.031080000	1.500000000	2.000000000	0.400000000	1.600000000	1.000000	1.000000	1.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	12/31/9999	0	0	0	0	0	0	0	0	600.000000	147	0	1.000000	2.400000	30.000000	0.000000	0.000000	1183.180000	2.400000	0.000000	0.000000	147	30.000000	0.020000	0.051000	19.100000	0.000000	147	0.500000	0.000000	0.000000	0.000000	0.000000	147	0	0	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	1.229575		0	0	0	1.235000	1.000000	0	0.000000	0.000000	0	147	0	0	2	-999.000000	0	0	-999.000000	0	0.100000	9999	0	0	0	0	0	0	0	0	0	0	0	0	-99	0.000000	0	0																					12/31/9999	100.000000	12/31/9999	12/31/9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.863001	0.000000	1.000000	0	0
20 Locs	6				011	1	292  PINE ST	0.000000			ATLANTA		GEORGIA	GA	30313	131210021.00	FULTON COUNTY	121					33.767641	-84.395810	2	US		M-T-P-0-0-2-901	M6-99999799870897-M1T1A1B0-T1A1	16	0.000000	2/13/2017	840	17.0.1817.0	1	0	0.000000	atl1001199	0.000000	2	1		0	RMS	0	ATC	0	12/31/9999					0	0.000000	2	0	0.000000	0	1/9/2006	1/9/2006		ISO2A	US				96.000000			99999113	99999213121	0	99999430313	-999.000000	2	0	0	9999931321048	0	0		0			0			0	0	0	0	0							0			-999.000000	-999.000000	-999.000000	0.00	USD	0.000000	USD	5001498.00	USD	0.00	USD	0.000000	USD	2001498.00	USD	3	0	0.000000	0.00	USD	0.000000	USD	2001498.00	USD	0.000000	12.000000																																																					0.00	USD	0.000000	USD	5001498.00	USD	0.00	USD	0.000000	USD	2001498.00	USD	3	0.00	USD	0.000000	USD	2001498.00	USD	0.000000	12.000000																																																	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000000	1.000000	1.480000	147	147	147	2.928370000	1.275550000	3.916470000	0.754550000	1.500000000	2.000000000	0.400000000	1.600000000	1.000000	1.000000	1.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	12/31/9999	0	0	0	0	0	0	0	0	773.000000	147	0	0.000000	154.000000	40.000000	0.000000	0.000000	4308.200000	154.000000	0.000000	0.000000	147	25.000000	0.430000	0.163000	25.380000	0.000000	147	3.140000	0.000000	0.000000	0.000000	0.000000	147	0	0	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	227.830933		0	0	0	227.830933	1.000000	0	0.000000	0.000000	0	143	0	0	143	-999.000000	0	0	-999.000000	0	0.000000	9999	0	0	0	0	0	0	0	0	0	0	0	0	-99	0.000000	0	0																					12/31/9999	100.000000	12/31/9999	12/31/9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966.679993	0.000000	1.000000	0	0
20 Locs	7				001	3	295 5TH AVE	0.000000			NEW YORK		NEW YORK	NY	10016	360610074.00	NEW YORK COUNTY	061					40.746056	-73.985728	2	US		M-P--1-0-1-111	M1-999997105034583-M1T0P1A1B0-P1A1	16	0.000000	2/13/2017	840	17.0.1817.0	1	0	0.000000	nyc1005241	0.000000	2	1		0	RMS	0	ATC	0	12/31/9999					0	0.000000	2	0	0.000000	0	1/9/2006	1/9/2006		ISO2A	US				100.000000			99999136	99999236061	0	99999410016	-999.000000	2	0	0	9999933664275	0	0		0			0			0	0	0	0	0							0			-999.000000	-999.000000	-999.000000	0.00	USD	0.000000	USD	5011673.00	USD	0.00	USD	0.000000	USD	2011673.00	USD	3	0	0.000000	0.00	USD	0.000000	USD	2011673.00	USD	0.000000	12.000000																																																					0.00	USD	0.000000	USD	5011673.00	USD	0.00	USD	0.000000	USD	2011673.00	USD	3	0.00	USD	0.000000	USD	2011673.00	USD	0.000000	12.000000																																																	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000000	1.600000	1.900000	147	147	147	0.254010000	0.105840000	0.331630000	0.063500000	1.500000000	2.000000000	0.400000000	1.600000000	1.000000	1.000000	1.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	12/31/9999	0	0	0	0	0	0	0	0	600.000000	147	0	1.000000	4.400000	30.000000	0.000000	0.000000	1866.220000	4.400000	0.000000	0.000000	147	30.000000	0.120000	-0.001000	19.100000	0.000000	147	0.700000	0.000000	0.000000	0.000000	0.000000	147	0	0	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	0.786376		0	0	0	0.729900	1.000000	0	0.000000	0.000000	0	147	0	0	2	-999.000000	0	0	-999.000000	0	0.100000	9999	0	0	0	0	0	0	0	0	0	0	0	0	-99	0.000000	0	0																					12/31/9999	100.000000	12/31/9999	12/31/9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.936001	0.000000	1.000000	0	0
20 Locs	8				018	1	299 11TH AVE	0.000000			NEW YORK		NEW YORK	NY	10001	360610099.00	NEW YORK COUNTY	061					40.752352	-74.004968	2	US		M-P--1-0-1-111	M1-99999799962876-M1T0P1A1B0-P1A1	16	0.000000	2/13/2017	840	17.0.1817.0	1	0	0.000000	nyc1016129	0.000000	2	1		0	RMS	0	ATC	0	12/31/9999					0	0.000000	2	0	0.000000	0	1/9/2006	1/9/2006		ISO2A	US				100.000000			99999136	99999236061	0	99999410001	-999.000000	2	0	0	9999933664275	0	0		0			0			0	0	0	0	0							0			-999.000000	-999.000000	-999.000000	0.00	USD	0.000000	USD	5007544.00	USD	0.00	USD	0.000000	USD	2007544.00	USD	3	0	0.000000	0.00	USD	0.000000	USD	2007544.00	USD	0.000000	12.000000																																																					0.00	USD	0.000000	USD	5007544.00	USD	0.00	USD	0.000000	USD	2007544.00	USD	3	0.00	USD	0.000000	USD	2007544.00	USD	0.000000	12.000000																																																	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000000	1.960000	1.900000	147	147	147	0.049070000	0.021880000	0.064980000	0.012600000	1.500000000	2.000000000	0.400000000	1.600000000	1.000000	1.000000	1.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	12/31/9999	0	0	0	0	0	0	0	0	600.000000	147	0	1.000000	0.400000	30.000000	0.000000	0.000000	283.100000	0.400000	0.000000	0.000000	147	36.000000	0.080000	0.034000	19.100000	0.000000	147	0.490000	0.000000	0.000000	0.000000	0.000000	147	0	0	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	1.875974		0	0	0	1.938540	1.000000	0	0.000000	0.000000	0	147	0	0	2	-999.000000	0	0	-999.000000	0	0.100000	9999	0	0	0	0	0	0	0	0	0	0	0	0	-99	0.000000	0	0																					12/31/9999	100.000000	12/31/9999	12/31/9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.707000	0.000000	1.000000	0	0
20 Locs	9				001	1	3 PENN PLZ E	0.000000			NEWARK		NEW JERSEY	NJ	07105	340130079.00	ESSEX COUNTY	013					40.733775	-74.161114	2	US		M-P-A-0-0-1-111	M1-99999799943748-M1T0P1A1B0-P1A1	16	0.000000	2/13/2017	840	17.0.1817.0	1	0	0.000000	nnj1002580	0.000000	2	1		0	RMS	0	ATC	0	12/31/9999					0	0.000000	2	0	0.000000	0	1/9/2006	1/9/2006		ISO2A	US				100.000000			99999134	99999234013	0	99999407105	-999.000000	2	0	0	9999933466738	0	0		0			0			0	0	0	0	0							0			-999.000000	-999.000000	-999.000000	0.00	USD	0.000000	USD	5011918.00	USD	0.00	USD	0.000000	USD	2011918.00	USD	3	0	0.000000	0.00	USD	0.000000	USD	2011918.00	USD	0.000000	12.000000																																																					0.00	USD	0.000000	USD	5011918.00	USD	0.00	USD	0.000000	USD	2011918.00	USD	3	0.00	USD	0.000000	USD	2011918.00	USD	0.000000	12.000000																																																	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000000	1.990000	2.700000	147	147	147	0.219800000	0.094780000	0.296430000	0.056460000	1.500000000	2.000000000	0.400000000	1.600000000	1.000000	1.000000	1.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	12/31/9999	0	0	0	0	0	0	0	0	357.000000	147	0	1.000000	0.100000	17.000000	1.000000	0.000000	163.790000	0.100000	0.000000	0.000000	147	30.000000	0.050000	0.029000	16.760000	0.000000	147	0.970000	0.000000	0.000000	0.000000	0.000000	147	0	0	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	5.286729		0	0	0	5.501570	1.000000	0	0.000000	0.000000	0	147	0	0	2	-999.000000	0	0	-999.000000	0	0.100000	9999	0	0	0	0	0	0	0	0	0	0	0	0	-99	0.000000	0	0																					12/31/9999	100.000000	12/31/9999	12/31/9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.270000	0.000000	1.000000	0	0
20 Locs	10				000	2	30 CYRIL MAGNIN ST	0.000000			SAN FRANCISCO		CALIFORNIA	CA	94102	060750125.01	SAN FRANCISCO COUNTY	075	A1				37.784874	-122.408165	2	US		M-N-A-0-0-1-111	M1-999997100024581-M1T0P1A1B0Z0-P1A1	16	0.000000	2/13/2017	840	17.0.1817.0	1	0	0.000000	sfo1002765	0.000000	2	1		0	RMS	0	ATC	0	12/31/9999					0	0.000000	2	0	0.000000	0	1/9/2006	1/9/2006		ISO2A	US				100.000000			99999106	99999206075	0	99999494102	-999.000000	2	0	0	999993061427	0	0		0			0			0	0	0	0	0							0			-999.000000	-999.000000	-999.000000	0.00	USD	0.000000	USD	5014978.00	USD	0.00	USD	0.000000	USD	2014978.00	USD	3	0	0.000000	0.00	USD	0.000000	USD	2014978.00	USD	0.000000	12.000000																																																					0.00	USD	0.000000	USD	5014978.00	USD	0.00	USD	0.000000	USD	2014978.00	USD	3	0.00	USD	0.000000	USD	2014978.00	USD	0.000000	12.000000																																																	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000000	2.180000	2.690000	147	147	147	1.300000000	0.500000000	1.800000000	0.300000000	1.700000000	2.000000000	0.400000000	1.600000000	1.000000	1.000000	1.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	12/31/9999	0	0	0	0	0	0	0	0	359.860000	147	0	2.060000	4.700000	16.200000	1.000000	0.000000	1685.760000	4.700000	0.000000	0.000000	147	31.000000	0.090000	0.048000	22.070000	0.000000	147	1.120000	0.000000	0.000000	0.000000	0.000000	147	0	0	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	100.000000		0	0	0	100.000000	1.000000	0	0.000000	0.000000	0	9	9	9	9	-999.000000	0	0	-999.000000	0	0.000000	9999	0	0	0	0	0	0	9	0	0	0	0	0	-99	0.000000	0	0																					12/31/9999	100.000000	12/31/9999	12/31/9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	999.000000	0.000000	1.000000	0	0
20 Locs	11				005	1	30 N 4TH ST	0.000000			PHILADELPHIA		PENNSYLVANIA	PA	19106	421010001.00	PHILADELPHIA COUNTY	101					39.951294	-75.147822	2	US		M-P-A-1-0-1-111	M1-99999799980691-M1T0P1A1B0-P1A1	16	0.000000	2/13/2017	840	17.0.1817.0	1	0	0.000000	phi1001828	0.000000	2	1		0	RMS	0	ATC	0	12/31/9999					0	0.000000	2	0	0.000000	0	1/9/2006	1/9/2006		ISO2A	US				100.000000			99999142	99999242101	0	99999419106	-999.000000	2	0	0	9999934277951	0	0		0			0			0	0	0	0	0							0			-999.000000	-999.000000	-999.000000	0.00	USD	0.000000	USD	5015707.00	USD	0.00	USD	0.000000	USD	2015707.00	USD	3	0	0.000000	0.00	USD	0.000000	USD	2015707.00	USD	0.000000	12.000000																																																					0.00	USD	0.000000	USD	5015707.00	USD	0.00	USD	0.000000	USD	2015707.00	USD	3	0.00	USD	0.000000	USD	2015707.00	USD	0.000000	12.000000																																																	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.000000	1.950000	3.390000	147	147	147	0.318560000	0.140380000	0.421150000	0.080990000	1.500000000	2.000000000	0.400000000	1.600000000	1.000000	1.000000	1.000000	0.000000	0.000000	0	0	0	0	0	0	0	0	0	0	12/31/9999	0	0	0	0	0	0	0	0	200.000000	147	0	1.000000	0.600000	20.000000	1.000000	0.000000	574.000000	0.600000	0.000000	0.000000	147	32.000000	0.040000	0.189000	16.760000	0.000000	147	0.340000	0.000000	0.000000	0.000000	0.000000	147	0	0	0.00	USD	0.000000	USD	0.00	USD	0.000000	USD	28.184660		0	0	0	28.184660	1.000000	0	0.000000	0.000000	0	147	0	0	144	-999.000000	0	0	-999.000000	0	0.100000	9999	0	0	0	0	0	0	0	0	0	0	0	0	-99	0.000000	0	0																					12/31/9999	100.000000	12/31/9999	12/31/9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.426001	0.000000	1.000000	0	0
